Run #28	Run #28	Run #28	Run #28
Date and Time	Time (s)	Acceleration (m/s²)	Acceleration (m/s²)
10/07/2025 03:09:34 pm	1.948	0.05	0.19
10/07/2025 03:09:34 pm	1.952	0.00	0.05
10/07/2025 03:09:34 pm	1.956	0.05	0.10
10/07/2025 03:09:34 pm	1.960	0.10	0.10
10/07/2025 03:09:34 pm	1.964	0.00	0.14
10/07/2025 03:09:34 pm	1.968	0.00	0.10
10/07/2025 03:09:34 pm	1.972	0.10	0.14
10/07/2025 03:09:34 pm	1.976	0.10	0.00
10/07/2025 03:09:34 pm	1.980	0.19	0.14
10/07/2025 03:09:34 pm	1.984	0.00	0.14
10/07/2025 03:09:34 pm	1.988	0.05	0.19
10/07/2025 03:09:34 pm	1.992	0.00	0.14
10/07/2025 03:09:34 pm	1.996	0.10	0.10
10/07/2025 03:09:35 pm	2.000	0.10	0.05
10/07/2025 03:09:35 pm	2.004	0.10	0.10
10/07/2025 03:09:35 pm	2.008	-0.10	0.19
10/07/2025 03:09:35 pm	2.012	0.10	0.14
10/07/2025 03:09:35 pm	2.016	0.10	0.14
10/07/2025 03:09:35 pm	2.020	0.14	0.19
10/07/2025 03:09:35 pm	2.024	0.14	0.19
10/07/2025 03:09:35 pm	2.028	0.10	0.00
10/07/2025 03:09:35 pm	2.032	0.10	0.14
10/07/2025 03:09:35 pm	2.036	0.10	0.14
10/07/2025 03:09:35 pm	2.040	0.05	0.14
10/07/2025 03:09:35 pm	2.044	0.00	0.14
10/07/2025 03:09:35 pm	2.048	0.10	0.10
10/07/2025 03:09:35 pm	2.052	0.05	0.10
10/07/2025 03:09:35 pm	2.056	0.05	0.19
10/07/2025 03:09:35 pm	2.060	0.00	0.19
10/07/2025 03:09:35 pm	2.064	-0.14	0.19
10/07/2025 03:09:35 pm	2.068	0.10	0.19
10/07/2025 03:09:35 pm	2.072	0.10	0.14
10/07/2025 03:09:35 pm	2.076	0.10	0.19
10/07/2025 03:09:35 pm	2.080	0.10	0.19
10/07/2025 03:09:35 pm	2.084	0.05	0.24
10/07/2025 03:09:35 pm	2.088	0.00	0.19
10/07/2025 03:09:35 pm	2.092	0.10	0.24
10/07/2025 03:09:35 pm	2.096	0.00	0.34
10/07/2025 03:09:35 pm	2.100	-0.10	0.19
10/07/2025 03:09:35 pm	2.104	0.14	-0.10
10/07/2025 03:09:35 pm	2.108	0.24	-0.38
10/07/2025 03:09:35 pm	2.112	0.29	-0.91
10/07/2025 03:09:35 pm	2.116	0.05	-1.24
10/07/2025 03:09:35 pm	2.120	0.00	-1.92
10/07/2025 03:09:35 pm	2.124	-0.14	-2.30
10/07/2025 03:09:35 pm	2.128	-0.05	-2.87
10/07/2025 03:09:35 pm	2.132	0.00	-3.45
10/07/2025 03:09:35 pm	2.136	0.05	-4.17
10/07/2025 03:09:35 pm	2.140	0.00	-4.98
10/07/2025 03:09:35 pm	2.144	0.14	-5.70
10/07/2025 03:09:35 pm	2.148	0.19	-5.94
10/07/2025 03:09:35 pm	2.152	0.10	-6.22
10/07/2025 03:09:35 pm	2.156	-0.10	-5.22
10/07/2025 03:09:35 pm	2.160	-0.29	-5.75
10/07/2025 03:09:35 pm	2.164	-0.10	-4.93
10/07/2025 03:09:35 pm	2.168	0.24	-4.98
10/07/2025 03:09:35 pm	2.172	0.24	-4.02
10/07/2025 03:09:35 pm	2.176	0.10	-4.84
10/07/2025 03:09:35 pm	2.180	0.10	-4.79
10/07/2025 03:09:35 pm	2.184	-0.14	-3.83
10/07/2025 03:09:35 pm	2.188	0.14	-3.97
10/07/2025 03:09:35 pm	2.192	0.10	-3.78
10/07/2025 03:09:35 pm	2.196	-0.05	-2.87
10/07/2025 03:09:35 pm	2.200	0.10	-3.21
10/07/2025 03:09:35 pm	2.204	0.00	-3.06
10/07/2025 03:09:35 pm	2.208	0.10	-2.73
10/07/2025 03:09:35 pm	2.212	0.24	-1.87
10/07/2025 03:09:35 pm	2.216	-0.14	-1.82
10/07/2025 03:09:35 pm	2.220	-0.05	-2.01
10/07/2025 03:09:35 pm	2.224	-0.05	-1.77
10/07/2025 03:09:35 pm	2.228	0.05	-1.53
10/07/2025 03:09:35 pm	2.232	0.19	-0.29
10/07/2025 03:09:35 pm	2.236	0.00	-0.48
10/07/2025 03:09:35 pm	2.240	-0.14	-0.14
10/07/2025 03:09:35 pm	2.244	0.19	0.00
10/07/2025 03:09:35 pm	2.248	0.14	0.19
10/07/2025 03:09:35 pm	2.252	0.10	0.10
10/07/2025 03:09:35 pm	2.256	0.14	0.14
10/07/2025 03:09:35 pm	2.260	0.00	0.67
10/07/2025 03:09:35 pm	2.264	-0.24	0.62
10/07/2025 03:09:35 pm	2.268	0.10	0.86
10/07/2025 03:09:35 pm	2.272	0.19	0.24
10/07/2025 03:09:35 pm	2.276	-0.05	0.81
10/07/2025 03:09:35 pm	2.280	-0.10	0.29
10/07/2025 03:09:35 pm	2.284	0.10	-0.05
10/07/2025 03:09:35 pm	2.288	0.29	0.19
10/07/2025 03:09:35 pm	2.292	0.19	0.14
10/07/2025 03:09:35 pm	2.296	0.19	0.57
10/07/2025 03:09:35 pm	2.300	-0.10	0.00
10/07/2025 03:09:35 pm	2.304	0.05	0.57
10/07/2025 03:09:35 pm	2.308	0.00	-0.77
10/07/2025 03:09:35 pm	2.312	0.19	0.05
10/07/2025 03:09:35 pm	2.316	0.10	0.81
10/07/2025 03:09:35 pm	2.320	0.24	-0.67
10/07/2025 03:09:35 pm	2.324	0.05	0.62
10/07/2025 03:09:35 pm	2.328	0.24	-0.10
10/07/2025 03:09:35 pm	2.332	0.10	0.67
10/07/2025 03:09:35 pm	2.336	0.05	0.19
10/07/2025 03:09:35 pm	2.340	0.05	-0.10
10/07/2025 03:09:35 pm	2.344	0.29	-0.29
10/07/2025 03:09:35 pm	2.348	-0.29	-0.43
10/07/2025 03:09:35 pm	2.352	0.10	0.48
10/07/2025 03:09:35 pm	2.356	0.24	0.48
10/07/2025 03:09:35 pm	2.360	0.29	0.29
10/07/2025 03:09:35 pm	2.364	0.10	0.00
10/07/2025 03:09:35 pm	2.368	0.00	0.05
10/07/2025 03:09:35 pm	2.372	0.00	0.72
10/07/2025 03:09:35 pm	2.376	0.19	0.10
10/07/2025 03:09:35 pm	2.380	-0.14	-0.67
10/07/2025 03:09:35 pm	2.384	0.14	0.62
10/07/2025 03:09:35 pm	2.388	0.00	1.10
10/07/2025 03:09:35 pm	2.392	0.05	0.00
10/07/2025 03:09:35 pm	2.396	-0.05	0.24
10/07/2025 03:09:35 pm	2.400	0.29	0.86
10/07/2025 03:09:35 pm	2.404	-0.05	0.00
10/07/2025 03:09:35 pm	2.408	0.00	1.15
10/07/2025 03:09:35 pm	2.412	-0.19	-0.19
10/07/2025 03:09:35 pm	2.416	0.29	0.34
10/07/2025 03:09:35 pm	2.420	0.10	0.29
10/07/2025 03:09:35 pm	2.424	-0.05	0.77
10/07/2025 03:09:35 pm	2.428	0.34	0.34
10/07/2025 03:09:35 pm	2.432	0.10	-0.29
10/07/2025 03:09:35 pm	2.436	-0.14	0.19
10/07/2025 03:09:35 pm	2.440	0.24	-0.24
10/07/2025 03:09:35 pm	2.444	0.29	0.14
10/07/2025 03:09:35 pm	2.448	0.19	-0.10
10/07/2025 03:09:35 pm	2.452	0.24	0.29
10/07/2025 03:09:35 pm	2.456	-0.05	0.53
10/07/2025 03:09:35 pm	2.460	-0.14	0.48
10/07/2025 03:09:35 pm	2.464	-0.05	0.43
10/07/2025 03:09:35 pm	2.468	0.29	0.24
10/07/2025 03:09:35 pm	2.472	0.10	0.00
10/07/2025 03:09:35 pm	2.476	0.00	0.29
10/07/2025 03:09:35 pm	2.480	-0.10	0.10
10/07/2025 03:09:35 pm	2.484	0.10	0.86
10/07/2025 03:09:35 pm	2.488	-0.14	0.34
10/07/2025 03:09:35 pm	2.492	0.43	-0.29
10/07/2025 03:09:35 pm	2.496	-0.19	-0.29
10/07/2025 03:09:35 pm	2.500	-0.14	0.00
10/07/2025 03:09:35 pm	2.504	0.29	0.29
10/07/2025 03:09:35 pm	2.508	0.14	0.00
10/07/2025 03:09:35 pm	2.512	0.14	-0.34
10/07/2025 03:09:35 pm	2.516	0.19	0.29
10/07/2025 03:09:35 pm	2.520	0.00	-0.19
10/07/2025 03:09:35 pm	2.524	0.19	0.14
10/07/2025 03:09:35 pm	2.528	-0.10	-0.43
10/07/2025 03:09:35 pm	2.532	0.00	0.96
10/07/2025 03:09:35 pm	2.536	0.19	0.19
10/07/2025 03:09:35 pm	2.540	-0.19	0.48
10/07/2025 03:09:35 pm	2.544	-0.10	0.81
10/07/2025 03:09:35 pm	2.548	0.29	0.72
10/07/2025 03:09:35 pm	2.552	0.29	-0.29
10/07/2025 03:09:35 pm	2.556	-0.05	-0.57
10/07/2025 03:09:35 pm	2.560	0.00	1.29
10/07/2025 03:09:35 pm	2.564	0.14	0.00
10/07/2025 03:09:35 pm	2.568	-0.05	0.43
10/07/2025 03:09:35 pm	2.572	-0.05	0.43
10/07/2025 03:09:35 pm	2.576	0.05	0.48
10/07/2025 03:09:35 pm	2.580	0.29	-0.53
10/07/2025 03:09:35 pm	2.584	0.10	-0.43
10/07/2025 03:09:35 pm	2.588	0.19	0.86
10/07/2025 03:09:35 pm	2.592	0.24	-0.48
10/07/2025 03:09:35 pm	2.596	-0.14	0.57
10/07/2025 03:09:35 pm	2.600	0.00	-0.62
10/07/2025 03:09:35 pm	2.604	0.14	0.48
10/07/2025 03:09:35 pm	2.608	-0.05	0.77
10/07/2025 03:09:35 pm	2.612	-0.05	0.48
10/07/2025 03:09:35 pm	2.616	0.00	0.29
10/07/2025 03:09:35 pm	2.620	0.24	-0.29
10/07/2025 03:09:35 pm	2.624	0.10	0.67
10/07/2025 03:09:35 pm	2.628	0.05	-0.38
10/07/2025 03:09:35 pm	2.632	-0.10	0.96
10/07/2025 03:09:35 pm	2.636	0.10	0.24
10/07/2025 03:09:35 pm	2.640	0.10	0.48
10/07/2025 03:09:35 pm	2.644	0.38	-0.19
10/07/2025 03:09:35 pm	2.648	0.34	-0.29
10/07/2025 03:09:35 pm	2.652	-0.19	0.91
10/07/2025 03:09:35 pm	2.656	0.19	0.19
10/07/2025 03:09:35 pm	2.660	0.14	-0.57
10/07/2025 03:09:35 pm	2.664	0.10	-1.10
10/07/2025 03:09:35 pm	2.668	0.29	0.48
10/07/2025 03:09:35 pm	2.672	0.10	0.38
10/07/2025 03:09:35 pm	2.676	-0.10	-0.05
10/07/2025 03:09:35 pm	2.680	0.10	0.19
10/07/2025 03:09:35 pm	2.684	0.05	0.67
10/07/2025 03:09:35 pm	2.688	-0.14	0.57
10/07/2025 03:09:35 pm	2.692	0.19	-0.14
10/07/2025 03:09:35 pm	2.696	0.10	0.00
10/07/2025 03:09:35 pm	2.700	-0.10	0.14
10/07/2025 03:09:35 pm	2.704	0.05	-0.19
10/07/2025 03:09:35 pm	2.708	0.29	0.24
10/07/2025 03:09:35 pm	2.712	0.00	-0.14
10/07/2025 03:09:35 pm	2.716	-0.10	0.43
10/07/2025 03:09:35 pm	2.720	0.19	0.00
10/07/2025 03:09:35 pm	2.724	0.00	0.72
10/07/2025 03:09:35 pm	2.728	-0.05	0.34
10/07/2025 03:09:35 pm	2.732	0.05	0.29
10/07/2025 03:09:35 pm	2.736	0.10	0.48
10/07/2025 03:09:35 pm	2.740	0.05	1.48
10/07/2025 03:09:35 pm	2.744	-0.05	-0.62
10/07/2025 03:09:35 pm	2.748	0.19	0.57
10/07/2025 03:09:35 pm	2.752	-0.10	0.38
10/07/2025 03:09:35 pm	2.756	0.00	0.14
10/07/2025 03:09:35 pm	2.760	0.14	-0.05
10/07/2025 03:09:35 pm	2.764	0.00	0.00
10/07/2025 03:09:35 pm	2.768	0.19	0.67
10/07/2025 03:09:35 pm	2.772	-0.05	0.43
10/07/2025 03:09:35 pm	2.776	-0.10	0.62
10/07/2025 03:09:35 pm	2.780	0.10	-0.14
10/07/2025 03:09:35 pm	2.784	0.05	0.14
10/07/2025 03:09:35 pm	2.788	0.10	0.43
10/07/2025 03:09:35 pm	2.792	0.05	0.72
10/07/2025 03:09:35 pm	2.796	-0.14	0.00
10/07/2025 03:09:35 pm	2.800	0.05	0.86
10/07/2025 03:09:35 pm	2.804	-0.10	-0.77
10/07/2025 03:09:35 pm	2.808	0.34	0.48
10/07/2025 03:09:35 pm	2.812	0.05	0.29
10/07/2025 03:09:35 pm	2.816	-0.05	0.48
10/07/2025 03:09:35 pm	2.820	0.29	0.53
10/07/2025 03:09:35 pm	2.824	0.10	0.62
10/07/2025 03:09:35 pm	2.828	0.10	0.53
10/07/2025 03:09:35 pm	2.832	0.05	0.05
10/07/2025 03:09:35 pm	2.836	0.05	0.29
10/07/2025 03:09:35 pm	2.840	0.00	0.86
10/07/2025 03:09:35 pm	2.844	-0.10	0.34
10/07/2025 03:09:35 pm	2.848	-0.14	0.91
10/07/2025 03:09:35 pm	2.852	-0.14	-0.62
10/07/2025 03:09:35 pm	2.856	0.29	0.29
10/07/2025 03:09:35 pm	2.860	0.10	0.24
10/07/2025 03:09:35 pm	2.864	0.00	-0.29
10/07/2025 03:09:35 pm	2.868	-0.10	0.10
10/07/2025 03:09:35 pm	2.872	0.00	0.81
10/07/2025 03:09:35 pm	2.876	0.14	-0.10
10/07/2025 03:09:35 pm	2.880	0.14	0.10
10/07/2025 03:09:35 pm	2.884	-0.24	0.62
10/07/2025 03:09:35 pm	2.888	0.05	-0.29
10/07/2025 03:09:35 pm	2.892	0.24	0.00
10/07/2025 03:09:35 pm	2.896	0.10	-0.10
10/07/2025 03:09:35 pm	2.900	0.05	0.57
10/07/2025 03:09:35 pm	2.904	0.38	0.43
10/07/2025 03:09:35 pm	2.908	0.10	0.10
10/07/2025 03:09:35 pm	2.912	0.10	-0.57
10/07/2025 03:09:35 pm	2.916	-0.05	0.48
10/07/2025 03:09:35 pm	2.920	0.29	0.19
10/07/2025 03:09:35 pm	2.924	0.14	-0.48
10/07/2025 03:09:35 pm	2.928	0.14	0.86
10/07/2025 03:09:35 pm	2.932	0.10	-0.14
10/07/2025 03:09:35 pm	2.936	0.10	-0.19
10/07/2025 03:09:35 pm	2.940	0.05	0.81
10/07/2025 03:09:35 pm	2.944	0.14	-0.29
10/07/2025 03:09:35 pm	2.948	0.10	0.24
10/07/2025 03:09:35 pm	2.952	0.24	0.05
10/07/2025 03:09:35 pm	2.956	0.10	-0.14
10/07/2025 03:09:35 pm	2.960	0.10	0.81
10/07/2025 03:09:35 pm	2.964	0.00	0.48
10/07/2025 03:09:35 pm	2.968	0.24	0.00
10/07/2025 03:09:35 pm	2.972	-0.05	0.38
10/07/2025 03:09:35 pm	2.976	0.19	-0.14
10/07/2025 03:09:35 pm	2.980	0.10	0.72
10/07/2025 03:09:35 pm	2.984	-0.05	0.10
10/07/2025 03:09:35 pm	2.988	0.05	0.24
10/07/2025 03:09:35 pm	2.992	0.14	-0.14
10/07/2025 03:09:35 pm	2.996	0.10	-0.19
10/07/2025 03:09:36 pm	3.000	0.05	0.19
10/07/2025 03:09:36 pm	3.004	0.29	0.19
10/07/2025 03:09:36 pm	3.008	-0.14	0.67
10/07/2025 03:09:36 pm	3.012	0.38	-0.10
10/07/2025 03:09:36 pm	3.016	0.19	0.34
10/07/2025 03:09:36 pm	3.020	-0.19	0.38
10/07/2025 03:09:36 pm	3.024	0.14	0.00
10/07/2025 03:09:36 pm	3.028	0.00	0.14
10/07/2025 03:09:36 pm	3.032	-0.10	0.14
10/07/2025 03:09:36 pm	3.036	0.10	-0.19
10/07/2025 03:09:36 pm	3.040	0.29	0.24
10/07/2025 03:09:36 pm	3.044	0.05	-0.24
10/07/2025 03:09:36 pm	3.048	0.14	0.14
10/07/2025 03:09:36 pm	3.052	-0.10	0.48
10/07/2025 03:09:36 pm	3.056	0.00	0.34
10/07/2025 03:09:36 pm	3.060	0.14	0.57
10/07/2025 03:09:36 pm	3.064	0.10	0.10
10/07/2025 03:09:36 pm	3.068	0.10	0.57
10/07/2025 03:09:36 pm	3.072	0.24	0.91
10/07/2025 03:09:36 pm	3.076	-0.24	0.14
10/07/2025 03:09:36 pm	3.080	-0.05	0.48
10/07/2025 03:09:36 pm	3.084	-0.05	0.34
10/07/2025 03:09:36 pm	3.088	0.10	1.05
10/07/2025 03:09:36 pm	3.092	0.10	0.19
10/07/2025 03:09:36 pm	3.096	0.10	0.14
10/07/2025 03:09:36 pm	3.100	-0.24	0.43
10/07/2025 03:09:36 pm	3.104	0.14	-0.48
10/07/2025 03:09:36 pm	3.108	0.29	0.10
10/07/2025 03:09:36 pm	3.112	-0.14	-0.24
10/07/2025 03:09:36 pm	3.116	0.29	0.34
10/07/2025 03:09:36 pm	3.120	-0.19	-0.14
10/07/2025 03:09:36 pm	3.124	-0.05	0.19
10/07/2025 03:09:36 pm	3.128	0.10	0.10
10/07/2025 03:09:36 pm	3.132	0.14	0.57
10/07/2025 03:09:36 pm	3.136	0.24	-1.01
10/07/2025 03:09:36 pm	3.140	0.10	0.53
10/07/2025 03:09:36 pm	3.144	-0.24	0.96
10/07/2025 03:09:36 pm	3.148	0.05	-1.01
10/07/2025 03:09:36 pm	3.152	0.14	0.91
10/07/2025 03:09:36 pm	3.156	-0.10	-0.62
10/07/2025 03:09:36 pm	3.160	0.14	0.34
10/07/2025 03:09:36 pm	3.164	0.19	0.86
10/07/2025 03:09:36 pm	3.168	0.05	-0.57
10/07/2025 03:09:36 pm	3.172	0.00	1.05
10/07/2025 03:09:36 pm	3.176	0.10	-0.38
10/07/2025 03:09:36 pm	3.180	0.10	0.24
10/07/2025 03:09:36 pm	3.184	0.19	0.10
10/07/2025 03:09:36 pm	3.188	0.10	0.10
10/07/2025 03:09:36 pm	3.192	0.05	-0.10
10/07/2025 03:09:36 pm	3.196	0.10	0.38
10/07/2025 03:09:36 pm	3.200	0.00	-0.05
10/07/2025 03:09:36 pm	3.204	-0.05	0.57
10/07/2025 03:09:36 pm	3.208	0.43	0.43
10/07/2025 03:09:36 pm	3.212	-0.14	0.14
10/07/2025 03:09:36 pm	3.216	0.14	0.29
10/07/2025 03:09:36 pm	3.220	0.14	0.24
10/07/2025 03:09:36 pm	3.224	0.00	0.10
10/07/2025 03:09:36 pm	3.228	0.24	0.48
10/07/2025 03:09:36 pm	3.232	-0.05	0.62
10/07/2025 03:09:36 pm	3.236	-0.14	-0.38
10/07/2025 03:09:36 pm	3.240	0.14	1.05
10/07/2025 03:09:36 pm	3.244	0.00	0.77
10/07/2025 03:09:36 pm	3.248	-0.05	-0.62
10/07/2025 03:09:36 pm	3.252	0.19	0.67
10/07/2025 03:09:36 pm	3.256	0.29	0.38
10/07/2025 03:09:36 pm	3.260	-0.05	0.57
10/07/2025 03:09:36 pm	3.264	-0.05	0.57
10/07/2025 03:09:36 pm	3.268	-0.05	0.14
10/07/2025 03:09:36 pm	3.272	-0.05	0.62
10/07/2025 03:09:36 pm	3.276	0.29	0.10
10/07/2025 03:09:36 pm	3.280	0.19	1.10
10/07/2025 03:09:36 pm	3.284	-0.05	0.19
10/07/2025 03:09:36 pm	3.288	0.10	0.57
10/07/2025 03:09:36 pm	3.292	-0.10	0.62
10/07/2025 03:09:36 pm	3.296	0.00	0.38
10/07/2025 03:09:36 pm	3.300	-0.19	0.96
10/07/2025 03:09:36 pm	3.304	0.10	0.43
10/07/2025 03:09:36 pm	3.308	0.10	1.20
10/07/2025 03:09:36 pm	3.312	-0.05	1.58
10/07/2025 03:09:36 pm	3.316	-0.05	0.62
10/07/2025 03:09:36 pm	3.320	0.05	1.87
10/07/2025 03:09:36 pm	3.324	-0.14	1.82
10/07/2025 03:09:36 pm	3.328	0.05	1.53
10/07/2025 03:09:36 pm	3.332	-0.34	2.49
10/07/2025 03:09:36 pm	3.336	-0.14	2.35
10/07/2025 03:09:36 pm	3.340	0.00	2.78
10/07/2025 03:09:36 pm	3.344	-0.19	3.59
10/07/2025 03:09:36 pm	3.348	-0.24	4.17
10/07/2025 03:09:36 pm	3.352	-0.34	4.64
10/07/2025 03:09:36 pm	3.356	-0.48	4.88
10/07/2025 03:09:36 pm	3.360	-0.53	6.18
10/07/2025 03:09:36 pm	3.364	-0.10	6.66
10/07/2025 03:09:36 pm	3.368	0.00	7.37
10/07/2025 03:09:36 pm	3.372	0.10	7.47
10/07/2025 03:09:36 pm	3.376	0.38	8.33
10/07/2025 03:09:36 pm	3.380	0.10	8.24
10/07/2025 03:09:36 pm	3.384	-0.05	8.24
10/07/2025 03:09:36 pm	3.388	0.57	7.57
10/07/2025 03:09:36 pm	3.392	1.63	7.37
10/07/2025 03:09:36 pm	3.396	1.39	6.70
10/07/2025 03:09:36 pm	3.400	0.53	5.94
10/07/2025 03:09:36 pm	3.404	0.10	5.79
10/07/2025 03:09:36 pm	3.408	-0.24	5.17
10/07/2025 03:09:36 pm	3.412	-0.38	4.45
10/07/2025 03:09:36 pm	3.416	-0.43	3.64
10/07/2025 03:09:36 pm	3.420	-0.19	3.54
10/07/2025 03:09:36 pm	3.424	0.24	3.50
10/07/2025 03:09:36 pm	3.428	0.67	3.54
10/07/2025 03:09:36 pm	3.432	0.48	2.54
10/07/2025 03:09:36 pm	3.436	0.19	2.15
10/07/2025 03:09:36 pm	3.440	0.05	1.63
10/07/2025 03:09:36 pm	3.444	0.00	1.39
10/07/2025 03:09:36 pm	3.448	-0.29	1.10
10/07/2025 03:09:36 pm	3.452	-0.14	0.57
10/07/2025 03:09:36 pm	3.456	0.14	1.24
10/07/2025 03:09:36 pm	3.460	0.24	0.48
10/07/2025 03:09:36 pm	3.464	0.19	0.34
10/07/2025 03:09:36 pm	3.468	0.24	1.10
10/07/2025 03:09:36 pm	3.472	0.05	1.05
10/07/2025 03:09:36 pm	3.476	-0.14	0.19
10/07/2025 03:09:36 pm	3.480	-0.24	0.29
10/07/2025 03:09:36 pm	3.484	0.10	0.77
10/07/2025 03:09:36 pm	3.488	0.10	0.86
10/07/2025 03:09:36 pm	3.492	0.29	-0.53
10/07/2025 03:09:36 pm	3.496	0.29	0.53
10/07/2025 03:09:36 pm	3.500	0.14	0.29
10/07/2025 03:09:36 pm	3.504	0.10	0.00
10/07/2025 03:09:36 pm	3.508	0.10	0.24
10/07/2025 03:09:36 pm	3.512	0.10	0.48
10/07/2025 03:09:36 pm	3.516	0.10	0.81
10/07/2025 03:09:36 pm	3.520	0.19	0.14
10/07/2025 03:09:36 pm	3.524	0.10	0.53
10/07/2025 03:09:36 pm	3.528	0.10	0.43
10/07/2025 03:09:36 pm	3.532	0.10	0.24
10/07/2025 03:09:36 pm	3.536	0.10	-0.10
10/07/2025 03:09:36 pm	3.540	-0.05	-0.34
10/07/2025 03:09:36 pm	3.544	0.00	0.29
10/07/2025 03:09:36 pm	3.548	0.10	0.19
10/07/2025 03:09:36 pm	3.552	-0.19	-0.34
10/07/2025 03:09:36 pm	3.556	0.24	-0.62
10/07/2025 03:09:36 pm	3.560	0.14	0.34
10/07/2025 03:09:36 pm	3.564	-0.05	-0.19
10/07/2025 03:09:36 pm	3.568	0.10	-0.48
10/07/2025 03:09:36 pm	3.572	-0.14	0.14
10/07/2025 03:09:36 pm	3.576	0.10	0.34
10/07/2025 03:09:36 pm	3.580	0.05	0.24
10/07/2025 03:09:36 pm	3.584	0.10	0.34
10/07/2025 03:09:36 pm	3.588	-0.05	0.38
10/07/2025 03:09:36 pm	3.592	-0.05	-0.34
10/07/2025 03:09:36 pm	3.596	-0.05	0.19
10/07/2025 03:09:36 pm	3.600	0.00	-0.14
10/07/2025 03:09:36 pm	3.604	-0.14	0.48
10/07/2025 03:09:36 pm	3.608	0.14	-0.14
10/07/2025 03:09:36 pm	3.612	-0.10	-0.34
10/07/2025 03:09:36 pm	3.616	0.10	-0.10
10/07/2025 03:09:36 pm	3.620	-0.10	0.43
10/07/2025 03:09:36 pm	3.624	0.05	-0.38
10/07/2025 03:09:36 pm	3.628	0.10	0.05
10/07/2025 03:09:36 pm	3.632	-0.14	0.19
10/07/2025 03:09:36 pm	3.636	-0.10	0.19
10/07/2025 03:09:36 pm	3.640	0.10	-0.19
10/07/2025 03:09:36 pm	3.644	0.00	0.48
10/07/2025 03:09:36 pm	3.648	0.00	0.34
10/07/2025 03:09:36 pm	3.652	-0.05	-0.14
10/07/2025 03:09:36 pm	3.656	0.05	0.48
10/07/2025 03:09:36 pm	3.660	0.24	-1.15
10/07/2025 03:09:36 pm	3.664	-0.10	0.91
10/07/2025 03:09:36 pm	3.668	-0.14	-0.62
10/07/2025 03:09:36 pm	3.672	0.10	0.29
10/07/2025 03:09:36 pm	3.676	0.19	0.19
10/07/2025 03:09:36 pm	3.680	-0.14	-0.48
10/07/2025 03:09:36 pm	3.684	0.10	0.53
10/07/2025 03:09:36 pm	3.688	0.05	0.62
10/07/2025 03:09:36 pm	3.692	0.05	0.29
10/07/2025 03:09:36 pm	3.696	0.05	-0.14
10/07/2025 03:09:36 pm	3.700	0.10	-0.14
10/07/2025 03:09:36 pm	3.704	0.05	0.38
10/07/2025 03:09:36 pm	3.708	0.05	-0.34
10/07/2025 03:09:36 pm	3.712	-0.05	0.10
10/07/2025 03:09:36 pm	3.716	0.10	0.48
10/07/2025 03:09:36 pm	3.720	0.05	0.62
10/07/2025 03:09:36 pm	3.724	0.24	-0.34
10/07/2025 03:09:36 pm	3.728	0.14	0.19
10/07/2025 03:09:36 pm	3.732	0.19	0.57
10/07/2025 03:09:36 pm	3.736	0.05	0.53
10/07/2025 03:09:36 pm	3.740	0.10	-0.43
10/07/2025 03:09:36 pm	3.744	0.10	-0.38
10/07/2025 03:09:36 pm	3.748	0.14	0.19
10/07/2025 03:09:36 pm	3.752	0.14	-0.38
10/07/2025 03:09:36 pm	3.756	0.05	-0.19
10/07/2025 03:09:36 pm	3.760	0.10	0.19
10/07/2025 03:09:36 pm	3.764	0.10	0.53
10/07/2025 03:09:36 pm	3.768	0.14	-0.19
10/07/2025 03:09:36 pm	3.772	0.24	0.05
10/07/2025 03:09:36 pm	3.776	0.14	-0.14
10/07/2025 03:09:36 pm	3.780	0.24	-0.24
10/07/2025 03:09:36 pm	3.784	0.00	-0.38
10/07/2025 03:09:36 pm	3.788	0.05	0.10
10/07/2025 03:09:36 pm	3.792	0.05	-0.10
10/07/2025 03:09:36 pm	3.796	-0.10	0.05
10/07/2025 03:09:36 pm	3.800	0.10	0.14
10/07/2025 03:09:36 pm	3.804	0.05	0.14
10/07/2025 03:09:36 pm	3.808	0.19	-0.38
10/07/2025 03:09:36 pm	3.812	0.10	0.48
10/07/2025 03:09:36 pm	3.816	-0.05	0.48
10/07/2025 03:09:36 pm	3.820	0.10	-0.48
10/07/2025 03:09:36 pm	3.824	0.10	-0.24
10/07/2025 03:09:36 pm	3.828	0.10	0.67
10/07/2025 03:09:36 pm	3.832	0.00	-0.29
10/07/2025 03:09:36 pm	3.836	0.00	-0.67
10/07/2025 03:09:36 pm	3.840	0.10	0.29
10/07/2025 03:09:36 pm	3.844	0.14	0.34
10/07/2025 03:09:36 pm	3.848	0.10	0.10
10/07/2025 03:09:36 pm	3.852	0.14	-0.05
10/07/2025 03:09:36 pm	3.856	-0.05	0.57
10/07/2025 03:09:36 pm	3.860	0.05	-0.19
10/07/2025 03:09:36 pm	3.864	-0.19	-1.10
10/07/2025 03:09:36 pm	3.868	0.00	-0.38
10/07/2025 03:09:36 pm	3.872	0.14	0.24
10/07/2025 03:09:36 pm	3.876	0.10	-0.38
10/07/2025 03:09:36 pm	3.880	0.10	-0.62
10/07/2025 03:09:36 pm	3.884	-0.05	1.15
10/07/2025 03:09:36 pm	3.888	-0.10	0.29
10/07/2025 03:09:36 pm	3.892	0.10	0.05
10/07/2025 03:09:36 pm	3.896	0.00	0.38
