massa_B
frame	x	t
365.0	-483.176926366094	12.166666666666668
366.0	-484.43913620520925	12.200000000000001
367.0	-488.719877380252	12.233333333333334
368.0	-491.4780360499674	12.266666666666667
369.0	-491.5555567710951	12.3
370.0	-497.1111654167362	12.333333333333334
371.0	-497.0486937326059	12.366666666666667
372.0	-502.49670620532004	12.4
373.0	-505.23195394599884	12.433333333333334
374.0	-507.8128643096712	12.466666666666667
375.0	-510.393531484659	12.5
376.0	-513.1345749497405	12.533333333333335
377.0	-513.0575110920278	12.566666666666668
378.0	-518.2115329869168	12.600000000000001
379.0	-518.1390698057857	12.633333333333335
380.0	-523.3082398240697	12.666666666666668
381.0	-523.2073411498382	12.700000000000001
382.0	-528.1950533633621	12.733333333333334
383.0	-529.4429604370692	12.766666666666667
384.0	-533.212889440584	12.8
385.0	-534.4036677561849	12.833333333333334
386.0	-538.1311056796835	12.866666666666667
387.0	-539.3235456141125	12.9
388.0	-542.7928108569255	12.933333333333334
389.0	-543.988074615515	12.966666666666667
390.0	-547.4586804534746	13.0
391.0	-548.8205875275978	13.033333333333335
392.0	-552.0902089358623	13.066666666666668
393.0	-553.239205882938	13.100000000000001
394.0	-556.4341885975585	13.133333333333335
395.0	-557.7410096775568	13.166666666666668
396.0	-560.902530342568	13.200000000000001
397.0	-562.082620799665	13.233333333333334
398.0	-565.1159142631608	13.266666666666667
399.0	-567.3349432208985	13.3
400.0	-567.2481499863671	13.333333333333334
401.0	-571.3072127521017	13.366666666666667
402.0	-571.2417599105157	13.4
403.0	-575.3778748031483	13.433333333333334
404.0	-577.5059798239752	13.466666666666667
405.0	-579.819905075772	13.5
406.0	-582.0080560235295	13.533333333333335
407.0	-584.2172232838844	13.566666666666668
408.0	-585.2005559076031	13.600000000000001
409.0	-585.1579615129634	13.633333333333335
410.0	-590.0543280610178	13.666666666666668
411.0	-591.1331046230796	13.700000000000001
412.0	-593.8975615104515	13.733333333333334
413.0	-594.9356285218896	13.766666666666667
414.0	-597.7121540610786	13.8
415.0	-599.7307785883671	13.833333333333334
416.0	-599.7969472209426	13.866666666666667
417.0	-603.5874556137902	13.9
418.0	-603.6811706451765	13.933333333333334
419.0	-607.3998997138469	13.966666666666667
420.0	-607.285012630809	14.000000000000002
421.0	-610.8732204950188	14.033333333333335
422.0	-610.9043098440762	14.066666666666668
423.0	-614.4497602988841	14.100000000000001
424.0	-615.2866084482723	14.133333333333335
425.0	-617.7726913898598	14.166666666666668
426.0	-618.7825664730068	14.200000000000001
427.0	-621.3238616532287	14.233333333333334
428.0	-622.9926958539147	14.266666666666667
429.0	-622.9958955516092	14.3
430.0	-626.3450131418548	14.333333333333334
431.0	-626.2704752548311	14.366666666666667
432.0	-629.373489699371	14.4
433.0	-629.2943113654325	14.433333333333334
434.0	-632.2652566284157	14.466666666666667
435.0	-633.7567662740853	14.500000000000002
436.0	-635.2685659988983	14.533333333333335
437.0	-636.7315678337875	14.566666666666668
438.0	-638.2634967340151	14.600000000000001
439.0	-638.9988233527314	14.633333333333335
440.0	-641.0345573949779	14.666666666666668
441.0	-641.7522417498229	14.700000000000001
442.0	-643.7432558276258	14.733333333333334
443.0	-645.0955412930359	14.766666666666667
444.0	-645.0790844391671	14.8
445.0	-647.3362685548752	14.833333333333334
446.0	-647.2778540761882	14.866666666666667
447.0	-649.2950761170978	14.9
448.0	-649.7801097077061	14.933333333333334
449.0	-651.2791777856478	14.966666666666667
450.0	-651.6956029042133	15.000000000000002
451.0	-653.1690569942447	15.033333333333335
452.0	-653.6456734947894	15.066666666666668
453.0	-655.0071541130582	15.100000000000001
454.0	-655.9344865045678	15.133333333333335
455.0	-655.9530677654865	15.166666666666668
456.0	-657.4698730782843	15.200000000000001
457.0	-657.366099061424	15.233333333333334
458.0	-658.5080042562602	15.266666666666667
459.0	-658.643617325785	15.3
460.0	-659.7257675715582	15.333333333333334
461.0	-659.9862615870134	15.366666666666667
462.0	-660.7306027395041	15.4
463.0	-660.9714755825418	15.433333333333334
464.0	-661.556944769793	15.466666666666667
465.0	-662.0175653779086	15.500000000000002
466.0	-662.4128938644654	15.533333333333335
467.0	-662.6155196812566	15.566666666666668
468.0	-662.9813106273862	15.600000000000001
469.0	-663.1742256290751	15.633333333333335
470.0	-663.1305655472127	15.666666666666668
471.0	-663.1724674554916	15.700000000000001
472.0	-663.1321322171827	15.733333333333334
473.0	-663.1046208382389	15.766666666666667
474.0	-663.0993993188866	15.8
475.0	-662.967963278633	15.833333333333334
476.0	-662.9747765637472	15.866666666666667
477.0	-662.8540500508668	15.9
478.0	-662.8905155134681	15.933333333333334
479.0	-662.914458000404	15.966666666666669
480.0	-662.5776598217653	16.0
481.0	-662.6758353853036	16.033333333333335
482.0	-662.195191340538	16.066666666666666
483.0	-662.1427127649526	16.1
484.0	-661.649087906754	16.133333333333333
485.0	-661.6377620023474	16.166666666666668
486.0	-661.1631854279847	16.2
487.0	-660.9926528428531	16.233333333333334
488.0	-660.3919082643561	16.26666666666667
489.0	-659.9981970755242	16.3
490.0	-659.9955061569236	16.333333333333336
491.0	-659.1362121309832	16.366666666666667
492.0	-659.105177310062	16.400000000000002
493.0	-658.1447314471513	16.433333333333334
494.0	-658.1136272300594	16.46666666666667
495.0	-657.233721064377	16.5
496.0	-656.8161409758795	16.533333333333335
497.0	-656.4493655165564	16.566666666666666
498.0	-655.9505958182665	16.6
499.0	-655.5225248262498	16.633333333333333
500.0	-655.4625665252887	16.666666666666668
501.0	-654.6066877733931	16.700000000000003
502.0	-654.4981917794905	16.733333333333334
503.0	-653.8090448950542	16.76666666666667
504.0	-653.6431564944269	16.8
505.0	-652.8510247259222	16.833333333333336
506.0	-652.4777823057917	16.866666666666667
507.0	-652.3489616956402	16.900000000000002
508.0	-651.1748231040362	16.933333333333334
509.0	-651.1323994778552	16.96666666666667
510.0	-650.0681725302773	17.0
511.0	-650.0552669641077	17.033333333333335
512.0	-649.0047377089397	17.066666666666666
513.0	-648.8217099505002	17.1
514.0	-647.8947724411994	17.133333333333333
515.0	-647.7038412381122	17.166666666666668
516.0	-646.7673026153911	17.200000000000003
517.0	-646.5134747790065	17.233333333333334
518.0	-645.606873619126	17.26666666666667
519.0	-645.0725898205591	17.3
520.0	-645.0499126908566	17.333333333333336
521.0	-643.810877299944	17.366666666666667
522.0	-643.8390012786396	17.400000000000002
523.0	-642.5108849728618	17.433333333333334
524.0	-642.6148597800468	17.46666666666667
525.0	-641.3541542350824	17.5
526.0	-641.2384471989884	17.533333333333335
527.0	-639.7646333773977	17.566666666666666
528.0	-639.0585402937154	17.6
529.0	-638.2424850321042	17.633333333333333
530.0	-637.3362777280377	17.666666666666668
531.0	-636.428443592886	17.700000000000003
532.0	-635.4458799307615	17.733333333333334
533.0	-635.5772642193641	17.76666666666667
534.0	-634.0533171494036	17.8
535.0	-633.6542288607869	17.833333333333336
536.0	-632.5408715992494	17.866666666666667
537.0	-632.2419058133532	17.900000000000002
538.0	-631.0540690309856	17.933333333333334
539.0	-630.6835027488744	17.96666666666667
540.0	-629.6115748331423	18.0
541.0	-628.984725322151	18.033333333333335
542.0	-628.950572652763	18.066666666666666
543.0	-627.4870798982507	18.1
544.0	-627.5760520029763	18.133333333333333
545.0	-626.3055035210862	18.166666666666668
546.0	-626.1710611640698	18.200000000000003
547.0	-624.728897881555	18.233333333333334
548.0	-624.4277363523233	18.26666666666667
549.0	-623.4987326245968	18.3
550.0	-623.2490883117116	18.333333333333336
551.0	-622.1799728943427	18.366666666666667
552.0	-621.806983922864	18.400000000000002
553.0	-620.8483365205603	18.433333333333334
554.0	-620.2526146822718	18.46666666666667
555.0	-620.1460721550022	18.5
556.0	-618.8885794169604	18.533333333333335
557.0	-618.8837353885986	18.566666666666666
558.0	-617.7164919284133	18.6
559.0	-617.2206893236983	18.633333333333333
560.0	-616.6327632412267	18.666666666666668
561.0	-616.1666492538708	18.700000000000003
562.0	-615.6375295715584	18.733333333333334
563.0	-615.5116960083604	18.76666666666667
564.0	-614.8637847765942	18.8
565.0	-614.5770213901627	18.833333333333336
566.0	-614.6273651988579	18.866666666666667
567.0	-613.8539545210518	18.900000000000002
568.0	-613.837765775192	18.933333333333334
569.0	-613.03248420365	18.96666666666667
570.0	-612.8334701918708	19.0
571.0	-612.2868808844141	19.033333333333335
572.0	-612.0054319720984	19.066666666666666
573.0	-611.4559891843693	19.1
574.0	-611.4044321236939	19.133333333333333
575.0	-610.9530800046539	19.166666666666668
576.0	-610.6253406194111	19.200000000000003
577.0	-610.0148466548818	19.233333333333334
578.0	-609.4965267808864	19.26666666666667
579.0	-609.1784917750023	19.3
580.0	-608.5904207362424	19.333333333333336
581.0	-608.1775329766996	19.366666666666667
582.0	-608.0053920900716	19.400000000000002
583.0	-608.0105756641691	19.433333333333334
584.0	-607.8592109076789	19.46666666666667
585.0	-607.7862476013522	19.5
586.0	-607.7747393600123	19.533333333333335
587.0	-607.7057591893968	19.566666666666666
588.0	-607.6377059514521	19.6
589.0	-607.3849933390459	19.633333333333333
590.0	-607.1483272428976	19.666666666666668
591.0	-606.8141123145793	19.700000000000003
592.0	-606.7233968413797	19.733333333333334
593.0	-606.7319055485073	19.76666666666667
594.0	-606.6052853278482	19.8
595.0	-606.5105953748645	19.833333333333336
596.0	-606.4264888173733	19.866666666666667
597.0	-606.354762842829	19.900000000000002
598.0	-606.5163568344065	19.933333333333334
599.0	-606.731410457267	19.96666666666667
600.0	-606.8216067727591	20.0
601.0	-606.8673164845025	20.033333333333335
602.0	-606.5793756813766	20.066666666666666
603.0	-606.4080372906564	20.1
604.0	-606.3862803553772	20.133333333333333
605.0	-606.2515770285061	20.166666666666668
606.0	-606.0876506976168	20.200000000000003
607.0	-605.8215068600681	20.233333333333334
608.0	-605.6855259159389	20.26666666666667
609.0	-605.6373662021167	20.3
610.0	-605.4483588007482	20.333333333333336
611.0	-605.0047253847853	20.366666666666667
612.0	-604.7105451626776	20.400000000000002
613.0	-604.1867324227215	20.433333333333334
614.0	-603.5041519103751	20.46666666666667
615.0	-603.0483423829149	20.5
616.0	-602.518132952535	20.533333333333335
