Model: simulacao1
t        x_a        x_b        v_a        v_b
3.2274247491638794  0.1570225984591242  0.45397889856158324  -0.04510449606159475  -0.23140880042170722
3.2441471571906355  0.1562472657880034  0.4501495402981954  -0.047657795493503734  -0.22655315552254393
3.260869565217391  0.15542738625919372  0.4464030691230107  -0.050436762553010966  -0.2214910131110395
3.277591973244147  0.15455908024551454  0.4427430454251363  -0.05345896870529302  -0.21620464210298068
3.294314381270903  0.15363806323369975  0.43917343717359936  -0.05674226669849221  -0.2106760314781056
3.311036789297659  0.1526598029381338  0.43569846272699897  -0.060302948219701474  -0.20488873258581317
3.3277591973244145  0.15161956642123103  0.43232254368439105  -0.06415479330432033  -0.19882880972143896
3.3444816053511706  0.1505124200934353  0.4290503048852875  -0.06830907033605566  -0.192484840126254
3.361204013377926  0.14933329891520444  0.4258865051950216  -0.07277329436743973  -0.18584915566062152
3.3779264214046822  0.14807693257080204  0.42283611132944837  -0.07754808587847103  -0.17892098404460244
3.394648829431438  0.14673805201508577  0.41990409127101164  -0.08262643026823821  -0.17170718934775875
3.411371237458194  0.14531177840378642  0.41709502527832476  -0.08799138863379691  -0.16422456118020698
3.4280936454849495  0.14379362927837538  0.4144130997003239  -0.09361604391703572  -0.15649986854526218
3.4448160535117056  0.14217955121617393  0.4118620743223906  -0.09946357824432532  -0.14856978249790517
3.4615384615384612  0.14046619013183134  0.4094450120507817  -0.10548502736907885  -0.14048312169517593
3.4782608695652173  0.13865104672143  0.40716412345300446  -0.11162023872922232  -0.13229989433094314
3.494983277591973  0.13673275524793005  0.4050204879094823  -0.11780459347485452  -0.12408457607679993
3.511705685618729  0.13471111601028582  0.40301402113853785  -0.12396948652262532  -0.11590563002473477
3.5284280936454846  0.1325870752828874  0.4011434952516381  -0.1300434914434179  -0.10783434179679309
3.5451505016722407  0.1303627215899621  0.39940654246936863  -0.13595931490495516  -0.09993786509765845
3.5618729096989963  0.128041228249231  0.39779971255703167  -0.14165598245008193  -0.09227703592599767
3.5785953177257523  0.12562661487202081  0.3963187112689342  -0.14708281338016976  -0.08490239766325601
3.5953177257525084  0.12312373408492766  0.39495841362360684  -0.15219976621433076  -0.07785385561288474
3.612040133779264  0.12053813486894126  0.3937130005572952  -0.1569774494368638  -0.07116066624920267
3.62876254180602  0.117875629843739  0.39257639163374747  -0.1613984609768734  -0.06484009773481808
3.6454849498327757  0.11514225856107915  0.3915422817179363  -0.16545518559702288  -0.05889963251543309
3.6622073578595318  0.11234406869878992  0.3906043597397757  -0.16914759098060198  -0.05333917121162908
3.6789297658862874  0.10948710835293997  0.3897563164011127  -0.17248319586503164  -0.04815106448494297
3.6956521739130435  0.10657728773650464  0.38899198247398237  -0.17547532409258235  -0.0433218589856094
3.712374581939799  0.10362019389279022  0.388305514057609  -0.17814003939876322  -0.038835362549384654
3.729096989966555  0.10062114797209214  0.38769133527952954  -0.18049604006768014  -0.03467274953107896
3.7458193979933108  0.09760632930929576  0.387144198232169  -0.17798068744405823  -0.030813483138131394
3.762541806020067  0.09473858889688762  0.386659256974575  -0.16293491216625822  -0.027228755299586106
3.7792642140468224  0.09222060670082223  0.386232239390106  -0.13650149040657944  -0.023876806146807285
3.7959866220735785  0.09022614152034249  0.3858596830909473  -0.10066804377674794  -0.020706922973450174
3.812709030100334  0.08889173707313014  0.38553897931423464  -0.058048620895289574  -0.017666146563489873
3.82943143812709  0.08830557667877378  0.3852684219576434  -0.011706609026374049  -0.01470054024770229
3.846153846153846  0.08850256487154491  0.38504720583947777  0.03505824258799785  -0.011755859439826473
3.862876254180602  0.08946200409096039  0.3848754373724459  0.07894291266448734  -0.008777408619102364
3.8795986622073575  0.09110952329239858  0.384754144215158  0.11687108616058829  -0.00570969437883629
3.8963210702341136  0.09332272382610297  0.3846852879845609  0.14620552998373812  -0.002496561587484276
3.913043478260869  0.09594007664759535  0.38467176650783313  0.1649270230076257  0.0009174526192197267
3.9297658862876252  0.09877232704595877  0.3847173797054604  0.17177270307941597  0.00458360848761339
3.9464882943143813  0.10161916832320214  0.3848266991927654  0.16771748158607902  0.008542249844796908
3.963210702341137  0.10437627409237675  0.38500484651672945  0.16199249081588815  0.012818818181518452
3.979933110367893  0.10703490790322467  0.38525729172171397  0.1559235668438613  0.017432202645629072
3.9966555183946486  0.10958923110862974  0.3855898088806058  0.14951472913646688  0.022397620170875064
4.013377926421405  0.11203344553229747  0.3860083979848278  0.1427566743139569  0.027724273229440197
4.030100334448161  0.11436172848097527  0.38651908187064826  0.1356486277492713  0.03341283637687664
4.046822742474916  0.11656831049578328  0.3871278284733115  0.1281993596682477  0.03945444014916466
4.063545150501672  0.11864758449997466  0.38784044168393456  0.12043091968021712  0.045826936529788004
4.080267558528428  0.12059448819327633  0.3886621789815665  0.11237958634810952  0.05249394936642879
4.096989966555184  0.12240476312096979  0.3895974923820427  0.10409621668229452  0.059404524868158934
4.113712374581939  0.12407504772304288  0.3906499353933917  0.09564550616722929  0.06649387157651312
4.130434782608695  0.12560314936796899  0.39182189098684284  0.08710598373021969  0.07368336539433414
4.147157190635451  0.12698826330865431  0.39311435266873823  0.07856262026500865  0.0808879410482548
4.1638795986622075  0.12823108393853327  0.3945268132404974  0.07010269131623478  0.08802022939620963
4.180602006688963  0.1293337575237811  0.3960573120707824  0.06181322030197972  0.09499311420269828
4.197324414715719  0.13029982863413198  0.3977024886688997  0.05377330820134967  0.10172740244909423
4.214046822742475  0.1311340080354693  0.39945781481863574  0.04605020222695702  0.10815575564795019
4.230769230769231  0.13184200778321128  0.4013177595024897  0.03869654176850654  0.1142254438906027
4.247491638795986  0.13243042716373046  0.4032759029631978  0.03175036643281098  0.1198983378056846
4.264214046822742  0.13290628680473918  0.4053254025989077  0.025234200125059184  0.12515182447507708
4.280936454849498  0.1332768573217988  0.40745916433824364  0.01915754293407451  0.12997631553786396
4.297658862876254  0.1335494512609521  0.4096700507179355  0.013519179825478091  0.13437293848703782
4.31438127090301  0.13373136170457217  0.4119509422796824  0.008307987366582515  0.13835272994324993
4.331103678929765  0.13382958934220052  0.4142950105048849  0.0035066776910184054  0.1419328916873986
4.3478260869565215  0.1338508098584826  0.4166957504463608  -0.000906276824288222  0.14513486597382624
4.364548494983278  0.13380131268097065  0.4191470420002895  -0.004954707605676886  0.1479823995670065
4.381270903010034  0.1336869870752767  0.4216431638138225  -0.008664244697496494  0.1505010385549066
4.397993311036789  0.13351328265733303  0.424178832778766  -0.012060449062571884  0.15271626064648208
4.414715719063545  0.13328523219849991  0.4267491812469217  -0.015168270045680391  0.1546529326249293
4.431438127090301  0.13300745856045887  0.4293497501106917  -0.01801154111440877  0.15633480608079317
4.448160535117057  0.132684192959272  0.43197647054709076  -0.020612805480979032  0.15778434302975736
4.464882943143812  0.13231929732708564  0.43462564164926254  -0.02299298748237225  0.15902238729615786
4.481605351170568  0.13191630945863478  0.43729388531155916  -0.02517142920412218  0.1600682011209849
4.498327759197324  0.13147846436460484  0.43997812489347765  -0.027165876644178966  0.16093945131709742
4.51505016722408  0.1310086953252683  0.44267558416684  -0.028992484574836847  0.1616522141307424
4.5317725752508355  0.13050968357837345  0.44538373764940614  -0.030665988709111067  0.16222114739718096
4.548494983277592  0.12998386326322237  0.4481003056197843  -0.032199611423072164  0.16265939628352852
4.565217391304348  0.12943346840169193  0.45082320719368585  -0.03360539556267364  0.16297892706694445
4.581939799331104  0.1288605580090736  0.4535505352388382  -0.034894346313171426  0.1631906689911752
4.598662207357859  0.12826701609407357  0.4562805563749846  -0.036076431199123696  0.16330451426655432
4.615384615384615  0.12765455165881248  0.4590117109738847  -0.037160580084391145  0.16332931807000226
4.632107023411371  0.12702471340218832  0.46174259847465676  -0.038154776385078394  0.1632729897486156
4.648829431438127  0.12637895758702972  0.4644719095394781  -0.039066427923295864  0.1631428636620017
4.665551839464883  0.1257185891920469  0.46719848478161313  -0.03990198395193002  0.16294531626705974
4.682274247491638  0.12504482309096726  0.46992125373269833  -0.04066738331291417  0.16268621420304108
4.698996655518394  0.12435879327392318  0.4726392256378024  -0.041368115917937015  0.16237097576403395
4.7157190635451505  0.12366155284745202  0.4753514894554253  -0.04200922274844249  0.16200457089896353
4.7324414715719065  0.12295407403449608  0.4780572138574991  -0.04259529585562988  0.16159152121159198
4.749163879598662  0.1222372481744027  0.4807556472293874  -0.04313047836045377  0.16113589996051844
4.765886287625418  0.12151188572292398  0.4834461176698861  -0.043618464453624176  0.16064133205917885
4.782608695652174  0.12077871878353717  0.4861280304592574  -0.04406251228092866  0.1601110069614911
4.79933110367893  0.12003846107478161  0.48880080809208587  -0.04446576083459637  0.15954799555312235
4.816053511705685  0.11929178069856831  0.49146391756148855  -0.04483112170292131  0.15895514187485263
4.832775919732441  0.11853928902772881  0.49411688147369487  -0.04516121704731097  0.15833500109855886
4.849498327759197  0.1177815552228017  0.49675926352959293  -0.045458452880700946  0.15768991280646336
4.866220735785953  0.1170191101994853  0.49939066456951625  -0.04572504338697984  0.1570220253044388
4.882943143812708  0.11625244892098727  0.5019915661856417  -0.04596305758543262  0.15240748394686432
4.8996655518394645  0.11548203021070216  0.5044288885882834  -0.046174906264280106  0.1374100687968801
4.916387959866221  0.11470826531642359  0.506534699734725  -0.04636384390403115  0.11298876152419005
4.933110367892977  0.11393150617121309  0.5081650103188123  -0.04653374421013227  0.08091432305250591
4.949832775919732  0.11315203556473459  0.5092108146101338  -0.046688826847193735  0.043480868471506874
4.966555183946488  0.11237006542168174  0.5096040610797532  -0.04683341599978735  0.0033332965313702737
4.983277591973244  0.11158573532974866  0.5093228270555993  -0.04697177045557353  -0.03671607271434934
5.0  0.11079911537037401  0.5083921856061784  -0.047107931596130526  -0.0738856070179882
