Model: simulacao1
t        x_a        x_b        v_a        v_b
0.0  0.05  0.4  0.0  0.0
0.016722408026755852  0.051738300469258765  0.4000082874788802  0.2063863990577864  0.0009942606738684145
0.033444816053511704  0.056812234379249475  0.40003351162002304  0.39661125677887515  0.0020352312643630854
0.05016722408026755  0.06483907418538529  0.4000769675397581  0.5575172345071205  0.0031867624752748417
0.06688963210702341  0.07523313491013355  0.40014117342351546  0.6781127239663529  0.004533720654989422
0.08361204013377926  0.08724782442694673  0.4002303650801282  0.7502710243860455  0.006200037002670493
0.1003344481605351  0.10002774929721851  0.40035136177626873  0.7689422070882711  0.008377370359482295
0.11705685618729096  0.11280901972330874  0.4005150599173475  0.7595089190506746  0.011371848358642864
0.13377926421404682  0.12542209210942482  0.40073922808332935  0.7487316835782811  0.01573046355498744
0.15050167224080266  0.13783700107095453  0.40105467236196735  0.7355255317404957  0.02257143877268887
0.16722408026755853  0.14999365692700986  0.4015223724160395  0.7171494125510639  0.03463538000705703
0.18394648829431437  0.1617500883531812  0.4022851821399613  0.6852790725269783  0.060246099456096186
0.2006688963210702  0.17266092202636354  0.40378935007887484  0.604547141956946  0.13477052922008037
0.21739130434782608  0.1809093680648331  0.4078525340489526  0.3411546039630023  0.3920072522097504
0.23411371237458192  0.18434188568899273  0.4166291355375665  0.1129514921306622  0.6141058044857036
0.2508361204013378  0.1855929726885521  0.42748551029623144  0.04887381977536616  0.6721297459618875
0.26755852842809363  0.18618533142696558  0.4388998023958566  0.025127177262803748  0.6898730630554305
0.2842809364548495  0.18649727528557022  0.4504945378419237  0.01333651799662865  0.6957103826692698
0.3010033444816053  0.18665766283208793  0.46214169046447107  0.006406099956209079  0.6967370306251568
0.3177257525083612  0.18672462122546973  0.47378395856961303  0.0018773142469176948  0.6954112030851862
0.33444816053511706  0.18672803768339555  0.4853922735362308  -0.0012947177760088036  0.692777369395841
0.3511705685618729  0.1866859521903685  0.4969494071546341  -0.0036284522651219347  0.689353579822266
0.36789297658862874  0.18660975154862713  0.5083864108017871  -0.005409900198994369  0.67181203889816
0.3846153846153846  0.18650710970778278  0.5191579545702166  -0.006814794407393579  0.6089650380758391
0.4013377926421404  0.1863832414128997  0.5285189296848782  -0.00796525064996156  0.5041270476454364
0.4180602006688963  0.18624164504884666  0.5358266299991881  -0.008947744937087188  0.3649718828363444
0.43478260869565216  0.18608456968928355  0.5405891435838482  -0.009825324434597323  0.20150269455683303
0.451505016722408  0.1859133507198657  0.5424947925542437  -0.010646709817131991  0.02532179545506799
0.46822742474916385  0.18572857486122107  0.5414342985763528  -0.011453297108099156  -0.15116252732784657
0.4849498327759197  0.1855301601169042  0.5375063534957482  -0.012284610729858649  -0.315624142342492
0.5016722408026756  0.18531734479568024  0.5310090359552563  -0.01318323663311256  -0.45668693426454643
0.5183946488294314  0.185088593992545  0.5224171046775128  -0.014200005168873967  -0.564712869400874
0.5351170568561873  0.1848414108835341  0.5123475035655859  -0.015399993198124143  -0.6324306556306744
0.5518394648829431  0.18457204946773148  0.5015165116495228  -0.01686890278015369  -0.6550653674900918
0.568561872909699  0.18427511558819148  0.49060856190015817  -0.01871898812355832  -0.6486638361271906
0.5852842809364548  0.18394301870308044  0.47982693767924284  -0.02110633620899813  -0.6407196274887377
0.6020066889632106  0.1835644726107474  0.4691842993513286  -0.024294164049522303  -0.6320212074380899
0.6187290969899665  0.18312436806516966  0.45869498567922046  -0.028644908954801023  -0.6222057534239682
0.6354515050167224  0.18259646436679144  0.448384473289456  -0.034940809676352255  -0.6104906446583457
0.6521739130434783  0.1819365145889028  0.43829625138088407  -0.044690970571974575  -0.595366397919493
0.6688963210702341  0.18106518886988468  0.4285088984123443  -0.061071528470151494  -0.5736565006775372
0.68561872909699  0.17981441082809013  0.4191897456171437  -0.0921492033516563  -0.5372938603775347
0.7023411371237458  0.17778644739410251  0.41073578711933034  -0.159448537288504  -0.4647535654747865
0.7190635451505016  0.174073718842961  0.4040538698512477  -0.2965152845989957  -0.3224894952546828
0.7357859531772575  0.16781371732458233  0.40000577497183853  -0.441989278623727  -0.1718614530310577
0.7525083612040133  0.15971951025266812  0.3978777144269407  -0.5156778049007057  -0.093061792945673
0.7692307692307692  0.15079746476206943  0.3966626064415397  -0.5471330218327527  -0.056537999275626194
0.785953177257525  0.14151406818085308  0.39589325499774525  -0.5613555443527095  -0.03728910274316398
0.8026755852842808  0.13206503950095747  0.3953732383145061  -0.5678781412812405  -0.025781983133065664
0.8193979933110368  0.12254302797922763  0.3950092101979877  -0.5704796752264922  -0.018237429368689727
0.8361204013377926  0.11299762416446903  0.3947508889645446  -0.5708698250849579  -0.012945416986123334
0.8528428093645485  0.10345786029762445  0.39456855699365706  -0.5699085315159524  -0.00904566263626261
0.8695652173913043  0.09397506805948999  0.39444328628445674  -0.5593802712824854  -0.006061311782962667
0.8862876254180602  0.08496465301225528  0.39436238149406233  -0.511951786897135  -0.003699688178335836
0.903010033444816  0.07705125535476383  0.3943172196310317  -0.4289976364742405  -0.0017586369279642537
0.9197324414715718  0.07078088820519529  0.39430202344593934  -0.3166804618227262  -9.538648984944121e-05
0.9364548494983277  0.06657867224869417  0.3943130587161295  -0.18313647661897658  0.001393251128761004
0.9531772575250835  0.0647213664302374  0.3943480904529755  -0.03788967274284012  0.0027864058107025793
0.9698996655518394  0.0653195066817129  0.3944060885533977  0.1087997343029218  0.00415057366864708
0.9866220735785953  0.06831082123457684  0.3944870942233607  0.2466571618017723  0.005548759713761683
1.0033444816053512  0.07346609398830899  0.39459223016475153  0.3661096824048248  0.007048691528824892
1.020066889632107  0.08040657708919545  0.3947238507297636  0.45894263760411735  0.008731561263135408
1.0367892976588629  0.08863142904967876  0.3948858527585392  0.5188392767780999  0.010702451385072078
1.0535117056856187  0.09755265880420019  0.3950841731774397  0.541790287068901  0.013102045742923701
1.0702341137123745  0.10657729211973782  0.39532747856969136  0.5358902826636989  0.016118791412180252
1.0869565217391304  0.11546936355456719  0.395628132310693  0.5274404623683576  0.020013746404315365
1.1036789297658862  0.12421010933282652  0.3960039732555222  0.5176987874561245  0.025197127955004072
1.120401337792642  0.13277302321137724  0.3964817382408767  0.5060229491796127  0.0323526267995634
1.137123745819398  0.14111663116712814  0.39710353332586124  0.49120074616818127  0.042692128290627004
1.1538461538461537  0.1491713715773052  0.39793954690500905  0.47097096520361786  0.05847653226052799
1.1705685618729096  0.15681414229226137  0.3991135026823968  0.44092297707009176  0.08411615714788205
1.1872909698996654  0.1638180975291901  0.4008528628192362  0.39281686003099975  0.12785061650009005
1.2040133779264213  0.16979165188099143  0.4035498239690175  0.316501490122579  0.19983072865771942
1.220735785953177  0.1742812597403582  0.40765853789599893  0.21970760539065504  0.29232545249646946
1.237458193979933  0.1772282518228198  0.41323827499453564  0.13770244249682836  0.37006725079979685
1.254180602006689  0.17905925996198438  0.41986299953584144  0.08580693030434201  0.417734896652048
1.2709030100334449  0.1802157493274038  0.4270918374918218  0.055118611969035364  0.4442305513266548
1.2876254180602007  0.1809675395566038  0.4346555554443593  0.03621579305117649  0.4589756161536449
1.3043478260869565  0.18146281073412074  0.4424065546473067  0.023825642914303953  0.46724263110028524
1.3210702341137124  0.18178533303656433  0.45026164142200586  0.015231608675986157  0.4717478608000316
1.3377926421404682  0.18198522981961177  0.45817126411026293  0.008990239503923454  0.4739344702364421
1.354515050167224  0.18209450479221  0.46610398594188934  0.004283717361042851  0.47461999397721033
1.37123745819398  0.1821343418215605  0.47403918526600297  0.0006305461859525026  0.4742856469755687
1.3879598662207357  0.18211971735098847  0.4819624431724026  -0.0022747714163194478  0.4732366478599268
1.4046822742474916  0.182061325988562  0.4898636179510617  -0.00463127002639874  0.47167175476188977
1.4214046822742474  0.1819671419923096  0.49773528363242847  -0.006572890396332001  0.4697246342892658
1.4381270903010033  0.1818432766991418  0.5055377728052949  -0.008194477174884677  0.4588059182508597
1.4548494983277591  0.18169445533073117  0.5129027816327354  -0.009568700234309578  0.4168622528153094
1.471571906354515  0.18152428167422255  0.5193191201794991  -0.010757878679227442  0.3461625719422135
1.4882943143812708  0.18133539499117282  0.5243480611653832  -0.011814954325135742  0.2518962509488223
1.5050167224080266  0.18112962426271725  0.5276498301280058  -0.012783876303719443  0.14084619227047343
1.5217391304347825  0.18090812222181443  0.5290087656820905  -0.013702219068990037  0.020893061947727443
1.5384615384615383  0.180671449877723  0.5283460316772661  -0.014603674516918621  -0.09952241592776626
1.5551839464882942  0.18041961977392215  0.5257246143905573  -0.015520457662810877  -0.2119975633098705
1.57190635451505  0.18015210265182727  0.5213436206582259  -0.016485498064373386  -0.3087544296140558
1.5886287625418059  0.17986779931725383  0.5155231548581366  -0.01753433772953801  -0.3831774877635394
1.6053511705685617  0.17956498414234362  0.5086810131115393  -0.01870650190725676  -0.43025474776856076
1.6220735785953178  0.17924123350888102  0.5013033203871743  -0.020045590124206748  -0.4469110402374932
1.6387959866220736  0.1788933803621195  0.49386004249808385  -0.021597355089706945  -0.44248144010651136
1.6555183946488294  0.17851745710107067  0.4865090523451157  -0.023410898200009096  -0.43674873832887284
1.6722408026755853  0.17810859679395255  0.47925501561786427  -0.025549097086749163  -0.43077909092494804
1.6889632107023411  0.17766070295336986  0.47210381635866716  -0.02809444601840897  -0.4244341954433983
1.705685618729097  0.17716610315519354  0.4650625957355262  -0.031157240464742986  -0.41760349078640563
1.7224080267558528  0.17661499805442535  0.4581406262714753  -0.0348856832822611  -0.410138510686478
1.7391304347826086  0.1759944917006012  0.45135028146676615  -0.039488927876923395  -0.40182984051254905
1.7558528428093645  0.17528782069376825  0.4447078066259281  -0.045253828884536204  -0.3923903665811007
1.7725752508361203  0.17447232301867815  0.4382353499896953  -0.0525853455391612  -0.38141487277081426
1.7892976588628762  0.17351718036021918  0.43196322036757817  -0.062062323243671766  -0.36832425892601567
1.806020066889632  0.17238026566594117  0.42593303955368705  -0.07448582598641797  -0.3523172084291849
1.8227424749163879  0.17100371114848684  0.42020217428240986  -0.09092141245416738  -0.33232791206706974
1.8394648829431437  0.16931007126858214  0.4148475732126601  -0.11260868204295194  -0.30711652200345796
1.8561872909698995  0.1672026063981688  0.40996548322865595  -0.14052043317912066  -0.27570999344008046
1.8729096989966554  0.164576874018954  0.4056598582081942  -0.17437052116191076  -0.23839422675745212
1.8896321070234112  0.16135182361606032  0.4020112640939433  -0.2115517077832064  -0.1977762178775842
1.906354515050167  0.15750796496575634  0.39903871057206164  -0.24760347890108134  -0.1583162406736164
1.923076923076923  0.15309946431350618  0.39668755486084795  -0.27859396183738333  -0.12394592955558247
1.9397993311036787  0.14822782081374833  0.3948558252373929  -0.30293682630078667  -0.09625137853057261
1.9565217391304346  0.14300269405258803  0.3934333934817529  -0.32104165216743097  -0.07482277340552816
1.9732441471571907  0.1375186147497642  0.3923252641423667  -0.3341270815943275  -0.05844123965752662
1.9899665551839465  0.13184884259089452  0.3914577166716597  -0.34344173202965755  -0.04585792940740821
2.0066889632107023  0.12604762924243984  0.3907760423778421  -0.3499900913489888  -0.03606812626694087
2.023411371237458  0.12015473387892245  0.39024002886727654  -0.35451375857932915  -0.028330004599559033
2.040133779264214  0.11419929299886858  0.389820090194522  -0.35754167673697346  -0.022114396665510523
2.0568561872909696  0.10820302935394017  0.38949405790650704  -0.3594503243338408  -0.017044601102171496
2.0735785953177257  0.10218227146537484  0.38924516128214337  -0.36050960484356176  -0.012850777764047775
2.0903010033444813  0.09617160480992203  0.3890604755944071  -0.3551426887228851  -0.009337590020003743
2.1070234113712374  0.0904413052882466  0.38892992931724996  -0.32614916654407766  -0.006352077654712843
2.123745819397993  0.08539064146326078  0.3888458361844837  -0.27440046105661564  -0.0037614984233697384
2.140468227424749  0.0813695325408779  0.38880255707319966  -0.20377717397434178  -0.0014532451853824
2.157190635451505  0.07865212727205875  0.3887961804250407  -0.11942956833709832  0.0006661635227919716
2.1739130434782608  0.07741822133310618  0.3888242272002391  -0.027400077660503702  0.0026760240924533552
2.190635451505017  0.07774219281141288  0.3888854638364896  0.06578795253611514  0.0046470617712025515
2.2073578595317724  0.07958838284375937  0.3889798075155627  0.15358637726021543  0.006646939335246239
2.2240802675585285  0.0828145689636694  0.3891083174960931  0.22987541331590186  0.008745413072761495
2.240802675585284  0.08718276560239226  0.3892732700319697  0.28938227696966845  0.011019077524457318
2.25752508361204  0.09237644338129644  0.389478307798523  0.32803239208672513  0.01355525482516437
2.274247491638796  0.09802267109845883  0.38972863936563057  0.3432205346611596  0.016453368063332464
2.290969899665552  0.10373375232704071  0.39003120625058957  0.3385127922216597  0.01982092949502542
2.3076923076923075  0.10933738131391381  0.3903947986271967  0.33157780741235987  0.02377230362258509
2.3244147157190636  0.11481943942080829  0.39083027673325754  0.32394397559383786  0.02844736733462943
2.341137123745819  0.120166784736044  0.3913511961708543  0.3154335184896592  0.03402369206239188
2.3578595317725752  0.12536289571702774  0.3919744887391159  0.30581977629571383  0.04072773248171458
2.374581939799331  0.13038716408856138  0.3927211695484467  0.2948227740056716  0.04883926018132464
2.391304347826087  0.1352136208689099  0.3936176110259369  0.28210806281831247  0.05869252223976436
2.4080267558528425  0.13981056480422943  0.3946959145164025  0.26730268603897944  0.07066027530620488
2.4247491638795986  0.14413983237651878  0.39599464029344966  0.2500496105650765  0.08509935410543952
2.441471571906354  0.14815850655693927  0.3975570988410191  0.23012410501280234  0.10223429329371872
2.4581939799331103  0.1518217154295779  0.3994285522516106  0.20760299504960644  0.12198807211529958
2.474916387959866  0.15509028024293944  0.40164856620670586  0.18305079511084324  0.14379598266983434
2.491638795986622  0.15793859746882713  0.4042431279410772  0.15756962696865429  0.1665557113318938
2.508361204013378  0.160362787925995  0.4072164971490549  0.13256457471670754  0.18886198375126775
2.5250836120401337  0.16238226984887386  0.4105496329396805  0.10934871494791268  0.2094015346633104
2.5418060200668897  0.16403474134558238  0.4142052114077572  0.08877267405219097  0.2273235505766395
2.5585284280936453  0.16536771717273482  0.41813608888253667  0.07114189798055409  0.24232239999731042
2.5752508361204014  0.16642993805799514  0.4222938926337838  0.05635075334060285  0.2545035323190079
2.591973244147157  0.16726634099842022  0.4266340505962792  0.044068881530599485  0.2641971236775511
2.608695652173913  0.16791559157766764  0.4311182590814795  0.033900507808114086  0.2717987678678126
2.6254180602006687  0.1684097721838484  0.4357147945808648  0.025463762933457645  0.277690154689686
2.6421404682274248  0.16877502683054807  0.4403978689748533  0.01842884887233857  0.282200904230461
2.6588628762541804  0.1690324124937531  0.445146778216045  0.012524758175036736  0.28560184747556444
2.6755852842809364  0.1691989911370481  0.4499448103307857  0.007533899794453442  0.2881104004771299
2.692307692307692  0.169288520705202  0.45477855445446913  0.0032844148516768096  0.2898982485739878
2.709030100334448  0.16931220304018513  0.45963715292715973  -0.00035883172502036015  0.29110035474684814
2.7257525083612038  0.16927928620903013  0.46451169900381933  -0.003503597129761917  0.2918243055288374
2.74247491638796  0.16919734349061016  0.4693949578896066  -0.0062346611824314856  0.2921547114978233
2.7591973244147154  0.16907269414049486  0.4742809459839968  -0.008619559940061406  0.2921589408833158
2.7759197324414715  0.1689106750297482  0.4791646592799484  -0.01071306131511188  0.29189159516576385
2.792642140468227  0.16871577790456885  0.4840419361312794  -0.012559420406604738  0.29139676439418083
2.809364548494983  0.16849181091903395  0.4889092957280848  -0.014194418149627595  0.29071006583156844
2.826086956521739  0.16824205994040994  0.4937637768227535  -0.015647717881029744  0.28986100050494823
2.842809364548495  0.16796935171041458  0.4986028745909782  -0.016943794663918453  0.28887388251872226
2.859531772575251  0.16767613972224607  0.5034033184174632  -0.018103129724060838  0.2823115962351286
2.8762541806020065  0.16736454911759682  0.5079353564562544  -0.019145109949136756  0.2565085435778112
2.8929765886287626  0.16703637043511424  0.5118837600462904  -0.020090809815213852  0.2130346469464151
2.9096989966555182  0.16669303287948725  0.5149787522360271  -0.020961857041288015  0.15506697243071602
2.9264214046822743  0.16633560522922264  0.5170120191709004  -0.02177921636030851  0.08678147850330306
2.94314381270903  0.16596482017596348  0.5178504809644555  -0.022562615501043406  0.013013477401329125
2.959866220735786  0.1655810873760289  0.5174455799592016  -0.02333081306686904  -0.061052096664908864
2.9765886287625416  0.16518451008087606  0.5158357737930138  -0.024101752468642833  -0.13025384622368918
2.9933110367892977  0.16477489678163945  0.5131431387015357  -0.024892760385107373  -0.18981227707191584
3.0100334448160533  0.1643517712261025  0.5095641292453891  -0.02572054950492953  -0.23566060957970514
3.0267558528428093  0.16391438450654916  0.5053553345547007  -0.026600890013358833  -0.26471606183346624
3.043478260869565  0.16346173823528487  0.5008151025175862  -0.027547688003394664  -0.27509434127479315
3.060200668896321  0.16299262672574868  0.4962366710877567  -0.028571575103151402  -0.27205562177654957
3.0769230769230766  0.16250569126213396  0.4917173541936062  -0.029680417477041605  -0.2684436532237767
3.0936454849498327  0.1619994536982206  0.48725902319207515  -0.030882179638393598  -0.2647596067797025
3.1103678929765883  0.16147228671728875  0.48286295835060994  -0.03218567179339532  -0.2609944987135023
3.1270903010033444  0.16092239824299154  0.47853060755135035  -0.03360066222833154  -0.2571383886417876
3.1438127090301  0.16034783143935522  0.47426358629112997  -0.03513787730958355  -0.2531803795286073
3.160535117056856  0.1597464617686366  0.4700636806154214  -0.036809003091546784  -0.2491086160734305
3.1772575250836117  0.15911595375602905  0.46593289032580765  -0.0386268225904794  -0.2449101474233872
3.1939799331103678  0.1584537336838958  0.4618734563330204  -0.04060527233574965  -0.2405708706456567
3.2107023411371234  0.15775697563350669  0.45788787448263085  -0.04275922983111159  -0.23607574319990543
